ID_CLIENTE,NOME,COGNOME,TELEFONO,EMAIL,INDIRIZZO_RESIDENZA,CITTA_RESIDENZA,NAZIONE_RESIDENZA,RISCHIO_NAZIONE_RESIDENZA
64,Jesse,Fitzpatrick,1240485691,peter28@hunt.com,"14826 Katherine Stream Apt. 529
Port Elizabethmouth, ME 37979",North Kristi,Tajikistan,False
65,Jennifer,Watts,1895012867,sguerrero@hotmail.com,"6754 Clay Roads Suite 778
West Sophiafort, WY 45714",Burkebury,Vanuatu,True
66,Christopher,Barr,1536662739,orozcowilliam@gmail.com,"66413 Alice Flat Apt. 182
East April, NJ 56604",Charlesburgh,Indonesia,False
67,April,Elliott,1387416976,nicholascastillo@yahoo.com,"USS Allen
FPO AE 46511",Fryberg,Greece,True
68,Jessica,Brown,1989672758,daniel12@hotmail.com,"54294 Shari Ridges
Martinton, MD 01958",New Jeremyville,Seychelles,True
69,Joel,Small,1696113072,emma24@mckee.com,"19265 Rodney Corners
Smithton, VT 95272",Garciaview,Ireland,False
70,Rebecca,Solis,1713434239,stephen82@foster.net,"0820 Linda Stream
Lake Cassidyport, AL 37647",South Jasontown,Indonesia,False
71,Johnathan,Holt,1346100899,mckeecrystal@parker.com,"178 Kimberly Mews
South Gregorybury, ND 89185",Jessicaside,Panama,False
72,Larry,Stevens,1871355451,jennifergrimes@mcdonald-ryan.org,"416 Angela Rest Suite 594
East Breanna, ND 48530",Meghanshire,Algeria,False
73,Michelle,Wolfe,1282227932,cheryl03@johnson-harris.biz,"6485 Kimberly Ranch
West Stevenbury, AL 50679",Millertown,Netherlands Antilles,False
74,Amber,Goodwin,1966883926,monicarojas@hotmail.com,"65948 Rodriguez Knoll
Lake Miguelburgh, OH 03020",Port Carolshire,Ethiopia,True
75,Michelle,Schultz,2106217245,kgarcia@yahoo.com,"2271 Lauren Burg
New Dean, AK 76780",Mccormickborough,Falkland Islands,True
76,Megan,Barker,1488260155,katherine57@yahoo.com,"8732 Cooper Viaduct Suite 145
New Amber, AR 91000",Bautistaville,India,True
77,Danielle,Ho,1921025127,joe53@yahoo.com,"3391 Jacob Mission
Hensleymouth, GA 57520",Port Heathermouth,Kazakstan,False
78,Mario,Stone,2037434171,deborah70@robinson.com,"96305 Crystal Fall Suite 256
Orozcoburgh, CO 40467",North Russellstad,Pakistan,False
79,Candice,Burch,1851292259,choffman@bennett-scott.com,"PSC 5145, Box 0802
APO AP 21269",Zacharyburgh,Saint Helena,False
80,Melody,Barker,1980896324,griffithwilliam@aguirre.org,"595 Werner Green Apt. 035
New Monique, NJ 17917",West Kimberlyhaven,Chad,False
81,Joshua,Gray,1585942922,tbeard@moore.org,"034 Kenneth Way
West Erinville, ND 60010",New Mark,New Zealand,True
82,Rachel,Silva,1787641398,smithchristina@dodson.com,"1180 Devin Harbors
Colemanbury, HI 95613",East Brookeland,Holy See (Vatican City State),False
83,Robert,Williams,1578635910,lesliecarlson@williams.com,"04202 Veronica Forges Apt. 087
West Susanton, MS 59763",South Bobbymouth,Rwanda,True
84,Emily,Rodriguez,1457219300,kristin13@gmail.com,"50477 Daniel Shoals Apt. 794
East Ericaview, CO 99781",Gentryborough,Albania,True
85,Chad,Ramos,1213907492,arnoldkurt@gay.biz,"52005 Cynthia Summit
East Stevenville, WA 47078",Meredithview,Greenland,False
86,Matthew,Stone,1875551919,hintonbreanna@hodges-brown.com,"5291 Thomas Crossroad Suite 507
Hughesbury, KY 65173",Angelaborough,Liechtenstein,False
87,Stephen,Bryant,1295917893,lynn18@hotmail.com,"48576 Palmer Row
New Isabellabury, TN 24815",Port Michael,France,False
88,Todd,Davidson,1607871073,sydneymckinney@gmail.com,"005 Duncan Spring
West Katherineland, ND 77729",Christopherberg,United States Minor Outlying Islands,True
89,Lori,Wood,1645918197,michaelschultz@yahoo.com,"018 Nathaniel Via Apt. 091
Port Andrew, UT 83317",West Shannonbury,Cameroon,False
90,Sean,Palmer,1510737868,cdelgado@turner-stewart.biz,"1603 Danielle Meadow Apt. 238
Figueroamouth, OK 42002",Carmenport,Portugal,False
91,Dustin,Bailey,1337286022,lindapetty@gmail.com,"7015 Amy Estates Apt. 775
Michaelberg, RI 24078",Alanburgh,Azerbaijan,False
92,Ronald,Livingston,1160140290,wilsonbonnie@silva.com,"676 Maurice Cape Suite 763
Lake Amy, TX 29473",Leeshire,Guatemala,True
93,Vincent,Garcia,1486973252,davidrice@campbell.com,"02305 Larry Springs
New Danamouth, TX 73897",South Johnbury,Belarus,True
94,Thomas,Franklin,1864590297,qwalker@hayes.com,"3833 Carpenter Dam Apt. 360
West Jenniferchester, TX 78282",New Ginashire,Sudan,False
95,Thomas,White,1912089577,rebeccalee@andrews.com,"95970 Amanda Creek Apt. 980
West Charlesview, AR 62591",South Hayleyview,Republic Of Moldova,False
96,Andrew,Hensley,1565424385,lnichols@stewart.com,"USCGC Wright
FPO AE 55428",South Adamside,Pakistan,False
97,Brian,Hernandez,1932338000,nwagner@gmail.com,"714 Richard Radial
Riosport, HI 69637",New Jasonchester,Palau,False
98,Felicia,Zavala,1864685736,davidwalker@walsh.com,"Unit 8176 Box 6789
DPO AE 40614",Jamesside,Andorra,True
99,Adam,Ware,1290578457,justinortiz@hotmail.com,"8342 Johnson Viaduct Suite 887
Lake Aaronstad, VT 59257",West Scottchester,Burundi,False
100,Andrew,Hernandez,1888964048,donnapearson@gmail.com,"871 Autumn Village
South Nicole, MA 88697",North Donaldchester,Kiribati,True
101,Victor,Martin,1793510164,jasoncalderon@lester.info,"3703 Osborne Manors Suite 040
East Debbie, NC 41494",Roseview,French Southern Territories,False
102,George,Whitehead,2014255330,angela56@collins.biz,"3353 Kelly Fork Apt. 530
Martinside, GA 94795",Matthewport,Finland,False
103,Teresa,Roberts,1944419585,annbarber@fisher.com,"1615 Thomas Keys Apt. 303
West Andrealand, LA 31515",Watsonside,United States Minor Outlying Islands,True
104,Mary,Gillespie,1423495536,nancy01@gmail.com,"Unit 1644 Box 0083
DPO AP 88706",Lake Jamesmouth,Palestinian Territory,True
105,Michael,Knapp,1535787404,kingamy@yahoo.com,"49466 Graham Shores
Mooreland, CT 65144",Josephbury,Comoros,True
106,Justin,Pierce,1945004928,emilylawson@esparza.com,"984 Adams Meadows Apt. 107
Teresachester, OK 05674",Danielhaven,United Arab Emirates,True
107,John,Fisher,1922613884,rwalton@yahoo.com,"712 Cooley Field Apt. 989
East Kelsey, SD 12995",South William,Madagascar,False
108,Martha,Moss,2012752397,emmawhite@miller.com,"23146 Randy Heights
West Davidville, ME 62164",East Lynn,Pitcairn,False
109,Beth,Kelly,1957351839,upatel@anderson-williamson.com,"7287 Caitlin Road Suite 313
Lake Claytonchester, AZ 13262",Sergiohaven,Jamaica,True
110,Dan,Riddle,1259782801,wernerkimberly@gmail.com,"77427 James Route Apt. 944
New Patrick, SC 89057",Ruizchester,Austria,True
111,Ashley,Stanley,1449770710,patricia36@yahoo.com,"8263 Kimberly Drive
Erinport, MD 47958",Heathhaven,Yemen,False
112,Connie,Rivera,1538778040,jrobertson@cooper-jones.com,"52934 Kevin Harbors Suite 796
Rodriguezstad, CO 36272",New Christopher,San Marino,True
113,Travis,Butler,1366197836,joannefernandez@lin.info,"9718 Henry Road Suite 215
West Rachelstad, OH 48717",Christinaborough,Kuwait,True
114,Taylor,Gonzalez,1307382394,michelefields@hotmail.com,"45203 Powell Center Apt. 198
Lake Jenna, NC 05381",North Patricia,Mauritius,False
115,Randall,Ramirez,1289594770,hcrawford@gmail.com,"Unit 9616 Box 2799
DPO AA 50216",Josephberg,Norway,False
116,Monica,Higgins,1431019555,mbrown@gmail.com,"88626 Steele Extensions
West Emilymouth, NJ 23613",Johnsonmouth,Hungary,True
117,Kimberly,Dean,1483891985,ymiller@gmail.com,"052 Mckenzie Ports
New Tracyborough, MI 66537",Curtischester,Madagascar,False
118,John,Jackson,1275289550,fjackson@allen.com,"87746 Joseph Squares
North Jeremiah, MO 60316",Torresville,Saint Pierre And Miquelon,False
119,Christopher,Freeman,1394460741,ugreen@cannon-houston.com,"USNS Moore
FPO AA 14650",Fordbury,Morocco,True
120,Julie,Stanley,1708665880,grobinson@green-chapman.com,"0067 Kimberly Ways
Darrenton, CA 79932",Lake Jesseside,Luxembourg,True
121,Brianna,Terrell,1629406979,katie19@logan.com,"67236 Gray Plain Apt. 833
Derekfort, MO 64121",South William,Peru,False
122,Dylan,Castillo,1752046566,rebecca10@terry.com,"PSC 7559, Box 9624
APO AE 43041",West Wanda,Sierra Leone,True
123,Megan,Pearson,1507069716,justinmartinez@roberts.org,"USNS Smith
FPO AP 28794",Angelaview,Iceland,False
124,Miguel,Smith,1225521952,mharmon@hotmail.com,"383 Meadows Court Suite 203
West Dylanchester, TN 39343",Melissaborough,Liberia,False
125,Ashley,Adams,1317184396,davidvaughn@conley.com,"0420 Mary Skyway Apt. 242
Courtneytown, OH 49419",Ryanberg,Anguilla,True
126,Christina,Bowman,1924081030,kristina54@jones.info,"1887 Jessica Mountain Apt. 602
Bishopchester, WI 89704",Kimborough,Liberia,False
127,Shawn,Robinson,1119949862,rowens@yahoo.com,"099 Stacy Junctions Suite 048
Juliefort, NV 80875",Cochranchester,Finland,False
128,Nicole,Nicholson,1487464898,sgarcia@gmail.com,"Unit 2984 Box 6754
DPO AP 51233",New Harry,Aruba,True
129,Mary,Johnson,1432580132,jamesevans@white.com,"27294 Brooks Viaduct
West Mike, MS 26345",Lake Justinfurt,Macau,False
130,Darrell,Miller,1858267914,zcook@chavez.org,"49600 Karen Mill Suite 189
West Emmatown, HI 42994",Timothyland,Dominican Republic,False
131,Troy,Rivera,1471378713,jessica07@yahoo.com,"2548 Brandy Road
Walkerland, HI 72145",Lake Jessica,Spain,True
132,Brad,Barajas,1715279705,whiteregina@parker.com,"15275 Lauren Trail
Birdhaven, AR 50862",Allisonport,Uganda,True
133,Michelle,Ochoa,1695598674,caitlin69@rich.org,"4432 Jennifer Burgs Suite 549
Jenniferville, IA 28554",North Brian,Saint Helena,False
134,Edward,Lewis,1885412021,russellshannon@yahoo.com,"5574 Barber Stravenue
North Caroline, OR 57346",Adamburgh,Burundi,False
135,Christopher,Copeland,1848128535,xneal@rice.biz,"7748 Grant Lodge Suite 958
Andreaburgh, SC 70692",West Seanchester,Republic Of Moldova,False
136,Alyssa,Kim,1626408386,justin11@gmail.com,"489 Daniel Wall Suite 123
North Barbaraland, MN 82529",Jonathanton,El Salvador,False
137,James,Phillips,1674156825,nwest@garcia-allen.biz,"6976 Buchanan Vista Apt. 395
Jesseview, IA 83276",West Michealville,Nepal,False
138,Lisa,Le,1903106515,jennifermurphy@phillips.info,"2112 Brittany Cape Suite 716
South Sarahmouth, PA 25724",East Stacy,Iran,True
139,Brianna,Copeland,1746594951,jordanpamela@ortiz-lopez.com,"107 White Vista Apt. 922
Port Alexis, DC 87914",North Dianabury,American Samoa,True
140,Kayla,Cook,1996347690,qbradley@rivera.org,"3216 Martinez Shores Suite 692
Goodmanside, MN 01337",Caitlinland,Bouvet Island,False
141,Joseph,Richardson,1324584113,davismatthew@gmail.com,"21387 Arnold Road Suite 399
Nicholasmouth, TX 93084",Darleneburgh,Federated States Of Micronesia,True
142,Whitney,Thompson,1680579410,mariechavez@yahoo.com,"97702 Sanchez Ramp
Tylerbury, RI 18478",Dillonstad,United Kingdom,True
143,Stephen,Richardson,1433386874,duanestephens@wilson.biz,"559 Duncan Trail Suite 613
Thomasburgh, WA 21634",North Tyler,Malaysia,True
144,Timothy,Scott,1639206250,manueljohnson@lyons-smith.biz,"287 Jennifer Port
Davismouth, WY 67760",Tinamouth,Belarus,True
145,Kaitlyn,Perez,1970260364,cesarnguyen@kim.com,"Unit 5856 Box 7349
DPO AA 88571",Foxport,United States Minor Outlying Islands,True
146,Christopher,Walker,1209390720,cardenasamy@yahoo.com,"01291 Daniel Glen Suite 237
Jamesfurt, AZ 75616",Port Desireeborough,Latvia,True
147,Shirley,Byrd,1634491430,yhall@lucas-evans.com,"89708 Hernandez Harbor Suite 448
Port Latoyabury, AZ 47226",Schneidermouth,Vietnam,True
148,Brittany,Scott,1419532661,johnsonlaura@gmail.com,"55176 Michelle View Suite 847
Gutierrezville, LA 66665",Delgadochester,Tunisia,False
149,Robert,Williams,1874798124,sfrazier@sanchez-sanchez.info,"801 Heather Loaf Apt. 064
Whiteside, WV 38897",Davidhaven,Uganda,True
150,Robert,Thornton,1962727824,cooperann@gmail.com,"PSC 1971, Box 9696
APO AA 87425",Lake Michael,Algeria,False
151,Lucas,Brown,1436105951,frances82@hotmail.com,"32348 Emily Knoll
Orozcofort, PA 24942",New James,Bulgaria,False
152,Christina,Jones,1158615163,tiffany67@walker.info,"0531 Sydney Stream Suite 139
Howellfurt, WY 55807",Newtonchester,Mauritius,False
153,Jamie,Smith,2054954004,istark@taylor.com,"37624 Brian Haven Suite 843
Kellyshire, PA 33519",Port Michael,United States Minor Outlying Islands,True
154,Matthew,Woodard,1403125055,donna27@ferguson.net,"92148 Ashley Center Suite 560
Zunigamouth, CA 18307",Johnsonberg,Chad,False
155,Evelyn,Lutz,1300462281,brownalfred@gmail.com,"5423 David Bypass
Johnsonburgh, NH 40535",New Matthew,Guinea-bissau,False
156,Kyle,Friedman,1221697220,brownpamela@gmail.com,"22540 Ruiz Court
Gonzalezmouth, IA 75371",Collinsfort,Italy,True
157,Tina,Macdonald,1367916875,mooneyamanda@gonzalez.info,"74192 Wilson Underpass
Mccartyton, AL 15322",Lake Jamesport,Kenya,True
158,Natalie,Carter,2095416665,kkelly@chavez-johnson.com,"8970 Crawford Ridges
New Kimberlytown, NH 60060",Port Jeffhaven,Panama,False
159,Rebecca,Berry,1151677884,gregory77@arnold.com,"417 Samantha Fields Apt. 970
Joshuaville, IA 65871",West April,Lesotho,True
160,Melissa,Spencer,1406828547,ivalenzuela@williams.org,"2237 Dixon Hollow
Port Elizabethfurt, NC 83986",South Curtis,Argentina,True
161,Danielle,Ortega,1389762117,davismelissa@west-robertson.biz,"4292 Amy Place
Timothyside, MN 43813",Nolantown,Israel,True
162,Ronald,Fuller,1712457847,xgarcia@delacruz.com,"89655 Jacob Village
Patriciastad, CT 55895",East Robert,China,True
163,Micheal,Wiggins,1910674440,hendrixkendra@yahoo.com,"93483 Susan Mission
East Anthony, KS 72720",Pierceview,Costa Rica,True
164,John,Morgan,1498871120,david25@smith.com,"23499 Dan Creek Apt. 122
Jessicaland, NE 01028",South Evelyn,Bangladesh,False
165,Brian,Wheeler,1201738952,jacobcannon@yahoo.com,"5313 Garcia Shoals
Lake Matthewtown, OH 77951",West Ethan,Namibia,False
166,Alexander,Rivas,1998017342,jjacobs@hotmail.com,"4006 Thomas Land
West Crystalville, OK 29267",New Mary,Namibia,False
167,Alec,Gilbert,1348989073,djuarez@hotmail.com,"739 Jessica Island
Carpentershire, MN 95698",Mitchellmouth,United Kingdom,True
168,Rodney,Dyer,1941460236,lballard@hotmail.com,"62200 Timothy Lodge
Baxterchester, GA 80071",East Richardville,Czech Republic,False
169,Sheryl,Higgins,1691746884,irice@castro.com,"72911 Robert Street Suite 370
Morrowburgh, CT 16423",Garciaburgh,Christmas Island,False
170,James,Olson,1557559586,ashley69@gmail.com,"1824 Gray Plaza Apt. 672
Lake Jack, ND 53129",South Paulaport,Bermuda,False
171,Courtney,Bell,1792511171,garzawanda@yahoo.com,"66711 Morales Oval Suite 195
Zhangport, MS 90312",Port Kaitlynmouth,Cambodia,True
172,Roy,Maddox,2032927821,hannah59@hotmail.com,"67269 Delgado Stream
Matthewland, VT 89775",Lake Linda,Barbados,True
173,Rebecca,Wallace,1513068486,jeffrey77@hotmail.com,"896 Juarez Dam
Kelseyport, TX 98423",New Meghan,Tunisia,False
174,William,Mosley,1414544996,amandalopez@preston-baker.org,"87587 Hill Rest Apt. 919
Garymouth, FL 85400",Durantown,Slovakia,True
175,Jodi,Haas,2063418524,garrett51@peters-wilson.com,"68417 Michael Street Apt. 679
Youngview, WA 09107",Port Shawn,Svalbard And Jan Mayen,True
176,Allison,Johnson,1814474226,andreariley@gmail.com,"0811 Douglas Fort
Kaisermouth, AL 77812",North Emilyland,Guinea,False
177,Maria,Pierce,1858278765,hernandezpatricia@ashley.com,"72021 Marcus Pike Apt. 193
South Cathy, NV 48889",Port Gregoryfort,Sierra Leone,True
178,Tiffany,Ryan,1409534319,criley@williamson.com,"USNS Torres
FPO AA 92210",North Kevinport,Tokelau,True
179,Christopher,Johnson,1737650812,christopherthomas@gmail.com,"7154 Freeman Ports
Garymouth, VT 15002",Port Ryan,Armenia,False
180,Tasha,Ryan,2007936004,rebecca47@williams-jones.org,"3362 Greene Lake Suite 385
Bradyberg, IA 94618",Seanstad,Democratic People's Republic of Korea,False
181,Valerie,Bradley,1286273216,hodgesrichard@weaver.org,"13302 Jeffrey Summit
Leontown, NH 81123",Walshstad,New Caledonia,False
182,Natalie,Miller,1904334263,hansenjanet@hotmail.com,"334 Andrew Islands Suite 344
Jacobchester, NJ 89244",Christophertown,Norfolk Island,True
183,Amanda,Williams,1782031562,jennifer13@hotmail.com,"73903 Chelsea Groves Apt. 228
Jenkinsfort, DC 91638",South Adam,Republic Of Moldova,False
184,Haley,Miller,1199014820,kbrooks@yahoo.com,"8044 Peter Isle
South Monicabury, GA 79664",Delacruzfort,Greenland,False
185,James,Small,1665972170,jamesmiller@wilson.com,"475 Lowery Village
Davisstad, ND 78107",East Martha,Burundi,False
186,Rachel,Harris,1902338518,richardvargas@ferrell.com,"84042 Nicole Canyon
Martinchester, CA 07603",North Nicholas,Republic Of Moldova,False
187,Richard,Rodriguez,2107398840,mbennett@gmail.com,"3685 Hood Way Apt. 283
West Kimberly, NJ 70012",Port Christinatown,Mauritius,False
188,James,Ray,2024293876,fhoover@gmail.com,"309 Wendy Port Apt. 921
Andrewview, CO 85396",Willisburgh,Pakistan,False
189,Kimberly,Terry,1294942493,melissagarrett@moore.net,"PSC 2096, Box 2093
APO AP 92916",Lake Clinton,Pakistan,False
190,Mary,Huff,1366653176,mary57@roberts.com,"USNS Parks
FPO AA 36243",West Laurenside,Sudan,False
191,Mary,Larson,1180284386,kaisersamantha@jones.com,"7774 Williams Drive
New Steven, GA 26554",Washingtonmouth,Saint Pierre And Miquelon,False
192,Zachary,Chase,1138917762,austinchad@hendricks.com,"9794 Watts Vista Suite 383
Osbornberg, MN 48992",South Aaronfurt,Somalia,False
193,George,Delgado,1783554718,danielrose@hotmail.com,"PSC 4620, Box 5109
APO AA 75245",South Paulshire,Israel,True
